UserAccountId,CertificateDegree,Major,University
UA008258,Bachelor,"ACCOUNTANTS AND AUDITORS","Oregon Institute of Technology"
UA008259,Master,"COMPUTER OCCUPATIONS, ALL OTHER","China Medical University Shenyang"
UA008260,Bachelor,"CIVIL ENGINEERS","Zagazig University"
UA008261,Master,"COMPUTER SYSTEMS ANALYSTS","Nihon Fukushi University"
UA008262,Master,"FINANCIAL ANALYSTS","National College of Naturopathic Medicine"
UA008263,Doctor,"COMPUTER OCCUPATIONS, ALL OTHER","Bashkir State Agrarian University"
UA008264,Doctor,"COMPUTER SYSTEMS ANALYSTS","University of Texas at El Paso"
UA008265,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Kibi International University"
UA008266,Master,"COMPUTER SYSTEMS ANALYSTS","Dadabhoy Institute of Higher Education"
UA008267,Master,"COMPUTER SYSTEMS ANALYSTS","Central University for Nationalities"
UA008268,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","St. Vincent College"
UA008269,Bachelor,"COMPUTER PROGRAMMERS","University of Regina"
UA008270,Doctor,"COMPUTER PROGRAMMERS","Crimea State Medical University"
UA008271,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Universiti Malaysia Perlis"
UA008272,Bachelor,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS"," Huaihua University"
UA008273,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Institute of Finance"
UA008274,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Universidad de Atacama"
UA008275,Bachelor,"ARCHITECTURAL AND ENGINEERING MANAGERS","Bermuda College"
UA008276,Master,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","University of Durham"
UA008277,Master,"ENGINEERS, ALL OTHER","Hai Duong University"
UA008278,Doctor,"OPERATIONS RESEARCH ANALYSTS","Daebul University"
UA008279,Doctor,"WEB DEVELOPERS","Orkhon University"
UA008280,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Military Institute of Science and Technology"
UA008281,Master,STATISTICIANS,"Maine College of Art"
UA008282,Master,"COMPUTER PROGRAMMERS","Huizhou University"
UA008283,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Universidad del Pacifico"
UA008284,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Howard Payne University"
UA008285,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","University of San Jose Recoletos"
UA008286,Master,ECONOMISTS,"Rheinisch Westfälische Technische Hochschule Aachen"
UA008287,Doctor,"ELECTRICAL ENGINEERS","Lewis and Clark College"
UA008288,Doctor,"COMPUTER SYSTEMS ANALYSTS","Universidad Central de Bayamón"
UA008289,Bachelor,LAWYERS,"St. Anthony College of Nursing"
UA008290,Bachelor,"ACCOUNTANTS AND AUDITORS","School of Management Fribourg"
UA008291,Master,"COMPUTER SYSTEMS ANALYSTS","Mindanao State University - Iligan Institute of Technology"
UA008292,Master,"MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","Higher School o Business in Tarnow"
UA008293,Bachelor,"COMPUTER SYSTEMS ANALYSTS","University Institute of Naval Studies"
UA008294,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Shanxi Normal University"
UA008295,Doctor,"OPERATIONS RESEARCH ANALYSTS","Alexandria University"
UA008296,Bachelor,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","University of Latvia"
UA008297,Bachelor,"COMPUTER SYSTEMS ANALYSTS","University of Texas at Austin"
UA008298,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Fasa Faculty of Medical Sciences"
UA008299,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Baker College of Port Huron"
UA008300,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Metropolitan State College of Denver"
UA008301,Master,"COMPUTER SYSTEMS ANALYSTS","Université Jean Moulin (Lyon III)"
UA008302,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Ecole Nationale Supérieure de Chimie de Rennes"
UA008303,Doctor,"WEB DEVELOPERS","International Islamic College of Penang"
UA008304,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Hunan University"
UA008305,Master,LOGISTICIANS,"Jaramogi Oginga Odinga University of Science and Technology"
UA008306,Master,"WEB DEVELOPERS","ifs University College"
UA008307,Bachelor,"HEALTH SPECIALTIES TEACHERS, POSTSECONDARY","Centro Universitário Senac"
UA008308,Bachelor,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","Bank Street College of Education"
UA008309,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Chung Yuan Christian University"
UA008310,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Millsaps College"
UA008311,Bachelor,"MATHEMATICAL SCIENCE TEACHERS, POSTSECONDARY","Al-Baath University"
UA008312,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Université Chrétienne Bilingue du Congo"
UA008313,Master,"OPERATIONS RESEARCH ANALYSTS","Nagaoka University of Technology"
UA008314,Bachelor,"COST ESTIMATORS","Mahsa University College for Health and Medical Science"
UA008315,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Bashkir State Pedagogical University named After M. Akmullah"
UA008316,Master,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Togliatti State University"
UA008317,Doctor,"COMPUTER SYSTEMS ANALYSTS","University of Alaska (System)"
UA008318,Doctor,"COMPUTER PROGRAMMERS","Muadzam Shah Polytechnic"
UA008319,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","United States Merchant Marine Academy"
UA008320,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Alexandria University"
UA008321,Master,"COMPUTER SYSTEMS ANALYSTS","Chao Yang University of Science and Technology"
UA008322,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Central Queensland University"
UA008323,Bachelor,"COMPUTER SYSTEMS ANALYSTS","International Theravada Buddhist Missionary University"
UA008324,Master,"MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","Universitas Pekalongan"
UA008325,Master,"BIOLOGICAL SCIENTISTS, ALL OTHER","Islamic Azad University, Bojnourd"
UA008326,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Jönköping University College of Health Sciences"
UA008327,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","B. S. Abdur Rahman University"
UA008328,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Mehrabyan Medical Institute and Medical College"
UA008329,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Bashkir State Agrarian University"
UA008330,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Mehran University of Engineering & Technology"
UA008331,Master,"CIVIL ENGINEERS","American University of Kuwait "
UA008332,Bachelor,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","National Taipei University"
UA008333,Bachelor,"DATABASE ADMINISTRATORS","Escuela Superior Politécnica del Litoral"
UA008334,Doctor,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Konkan Agricultural University"
UA008335,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Eugene Bible College"
UA008336,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Politeknik Negeri Pontianak"
UA008337,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Menlo College"
UA008338,Bachelor,"COMPUTER SYSTEMS ANALYSTS","University of Lapland"
UA008339,Master,"ENVIRONMENTAL SCIENTISTS AND SPECIALISTS,","International Academy of  Merchandising and Design Chicago"
UA008340,Master,"MANAGEMENT ANALYSTS","Foshan University"
UA008341,Doctor,"COMPUTER OCCUPATIONS, ALL OTHER","Novosibirsk State Agricultural University"
UA008342,Doctor,"OPERATIONS RESEARCH ANALYSTS","University of Vermont"
UA008343,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Technische Fachhochschule Berlin"
UA008344,Master,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Gotland University College"
UA008345,Master,"BUSINESS TEACHERS, POSTSECONDARY","Nara University"
UA008346,Bachelor,"MANAGEMENT ANALYSTS","Dalian Polytechnic University"
UA008347,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Iceland Academy of the Arts"
UA008348,Doctor,"MECHANICAL ENGINEERS","Universidad de Puerto Rico, Rio Pedras"
UA008349,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Institut Supérieur de Gestion de Tunis"
UA008350,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Egerton University"
UA008351,Bachelor,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","Randolph-Macon Woman's College"
UA008352,Master,"OPERATIONS RESEARCH ANALYSTS","Eastern Washington University"
UA008353,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","University of Padua"
UA008354,Master,"COMPUTER SYSTEMS ANALYSTS","University of Bradford"
UA008355,Master,"FINANCIAL ANALYSTS","Fachhochschule für Verwaltung und Rechtspflege Berlin"
UA008356,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Ecole Mohammadia d'Ingénieurs"
UA008357,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Fachhochschule Wiener Neustadt"
UA008358,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Université de 7 Novembre à Carthage"
UA008359,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","The CTL Eurocollege"
UA008360,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Universidad Técnica de Machala"
UA008361,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Irish International University (Distance Education)"
UA008362,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Missouri Tech"
UA008363,Master,"COMPUTER PROGRAMMERS","Manipal University"
UA008364,Master,"COMPUTER SYSTEMS ANALYSTS","Cork Institute of Technology"
UA008365,Doctor,"BIOCHEMISTS AND BIOPHYSICISTS","Yunnan University"
UA008366,Doctor,"INFORMATION SECURITY ANALYSTS","Technological University (Kalay)"
UA008367,Bachelor,"ELECTRICAL ENGINEERS","Tripura University"
UA008368,Bachelor,"ELECTRICAL ENGINEERS","Université Rennes II - Haute-Bretagne"
UA008369,Master,"ELECTRICAL ENGINEERS","University of South Carolina - Aiken"
UA008370,Master,"MECHANICAL ENGINEERS","Ecole Supérieure de Commerce de Paris"
UA008371,Bachelor,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","Instituto Superior de Transportes e Comunicações"
UA008372,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Mercy College"
UA008373,Doctor,"COMPUTER SYSTEMS ANALYSTS","Manila Central University"
UA008374,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Institute of Business & Technology"
UA008375,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Ecole Nationale d'Administration"
UA008376,Master,"COMPUTER SYSTEMS ANALYSTS","Université de Marne la Vallée"
UA008377,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Rust College"
UA008378,Master,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","Universidad Santa Maria Caracas"
UA008379,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Institute of Latin American Studies, University of London"
UA008380,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Al-Jabal Al-Gharbi University"
UA008381,Doctor,"ELECTRICAL ENGINEERS","École Nationale Supérieure d'Ingénieurs de Constructions Aéronautiques"
UA008382,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","King Khaled University"
UA008383,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Université de Technologie de Belfort Montbéliard"
UA008384,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Miami University of Ohio - Middletown"
UA008385,Bachelor,"ELECTRICAL ENGINEERS","National Institute of Technology, Durgapur"
UA008386,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Yokohama City University"
UA008387,Doctor,"COMPUTER SYSTEMS ANALYSTS","Universidad Pedagógica Experimental Libertador"
UA008388,Bachelor,"ENGINEERING TEACHERS, POSTSECONDARY","Ilam University"
UA008389,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Hochschule Esslingen"
UA008390,Bachelor,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","Université de Provence (Aix-Marseille I)"
UA008391,Master,"COMPUTER PROGRAMMERS","Tokyo Women's Medial College"
UA008392,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Université Panthéon-Assas (Paris II)"
UA008393,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Fine Arts Academy in Gdansk"
UA008394,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Ecole Supérieure de Commerce de Nantes-Atlantique"
UA008395,Doctor,"MANAGEMENT ANALYSTS","St. John's University"
UA008396,Doctor,"COMPUTER PROGRAMMERS","Sohag University"
UA008397,Bachelor,"ENGINEERING TEACHERS, POSTSECONDARY","Universidad Pedagógica de El Salvador"
UA008398,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","University of Arkansas for Medical Sciences"
UA008399,Master,"MECHANICAL ENGINEERS","Université Ibn Zohr Agadir"
UA008400,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","International Kazakh-Turkish University"
UA008401,Bachelor,"MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","Universitas Sultan Ageng Tirtayasa"
UA008402,Master,"COMPUTER PROGRAMMERS","Jadavpur University"
UA008403,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Perm State University"
UA008404,Doctor,"COMPUTER OCCUPATIONS, ALL OTHER","Point Loma Nazarene College"
UA008405,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Bhavnagar University"
UA008406,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Instituto Superior Minero Metalúrgico "Dr. Antonio Núñez Jiménez" "
UA008407,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Daugavpils University"
UA008408,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Norwegian State Academy of Music"
UA008409,Master,"WEB DEVELOPERS","Vilnius Gediminas Technical University"
UA008410,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Islamic Azad University, Janah"
UA008411,Bachelor,"COMPUTER NETWORK ARCHITECTS","Université de Nice-Sophia Antipolis"
UA008412,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Universitas Dian Nuswantoro"
UA008413,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Rafsanjan University of Medical Sciences"
UA008414,Bachelor,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Rasmussen College, Florida Campuses"
UA008415,Master,"COMPUTER SYSTEMS ANALYSTS","Southampton Solent University"
UA008416,Bachelor,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER","University of Hormozgan"
UA008417,Master,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS","West Virginia Wesleyan College"
UA008418,Master,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","Universidad Los Angeles de Chimbote"
UA008419,Doctor,"COMPUTER SYSTEMS ANALYSTS","Wollo University"
UA008420,Doctor,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","Huaihua Medical College"
UA008421,Bachelor,"OPERATIONS RESEARCH ANALYSTS","University of Tampere"
UA008422,Master,HYDROLOGISTS,"Sultan Qaboos University"
UA008423,Master,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Universidad Autónoma del Estado de México"
UA008424,Bachelor,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Universidade Estadual do Centro-Oeste"
UA008425,Bachelor,"COMPUTER PROGRAMMERS","Al Mamon University College"
UA008426,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Albertus Magnus College"
UA008427,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Institut Supérieur de Management et de Technologie (MATCI)"
UA008428,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Pikeville College"
UA008429,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Islamic Azad University, Tehran South"
UA008430,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Rogers State University"
UA008431,Bachelor,"AIRLINE PILOTS, COPILOTS, AND FLIGHT ENGINEERS","Duquesne University"
UA008432,Master,"COMPUTER PROGRAMMERS","State Film, Television and Theatre Higher School Leon Schiller in Lodz"
UA008433,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Universidade de Cruz Alta"
UA008434,Doctor,"COMPUTER SYSTEMS ANALYSTS","Universidade do Estado do Rio Grande do Norte"
UA008435,Bachelor,"OPERATIONS RESEARCH ANALYSTS","Ural State Technical University"
UA008436,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","University of Wisconsin - La Crosse"
UA008437,Master,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","California State University, Chico"
UA008438,Bachelor,"MARKETING MANAGERS","Philippine Normal University"
UA008439,Master,"COMPUTER SYSTEMS ANALYSTS","Concordia College, Bronxville"
UA008440,Master,"OPERATIONS RESEARCH ANALYSTS","Mwalimu Nyerere Memorial Academy"
UA008441,Doctor,"COMPUTER SYSTEMS ANALYSTS","Ecole Nationale Supérieure d'Electronique et de Radioelectricite de Bordeaux"
UA008442,Doctor,"OPERATIONS RESEARCH ANALYSTS","University of Pitesti"
UA008443,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Universidade Santa Cecília dos Bandeirantes"
UA008444,Master,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Universidad del Caribe"
UA008445,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Renmin University of China"
UA008446,Bachelor,"INTERIOR DESIGNERS","Carson-Newman College"
UA008447,Bachelor,"MANAGEMENT ANALYSTS","Neelain University"
UA008448,Master,"SALES ENGINEERS","Kongju National University of Education"
UA008449,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","East Somalia University"
UA008450,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Ho Chi Minh City University of Pedagogics"
UA008451,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Okinawa International University"
UA008452,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","University of Helsinki"
UA008453,Bachelor,"COMPUTER SYSTEMS ANALYST","Mahidol University International College"
UA008454,Master,"SOFTWARE QUALITY ASSURANCE ENGINEERS AND TESTERS","Canadian Mennonite University"
UA008455,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Central State University"
UA008456,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Université de Gafsa"
UA008457,Bachelor,"COMPUTER SYSTEMS ANALYSTS","State University of New York College of Technology at Farmingdale"
UA008458,Doctor,"COMPUTER SYSTEMS ANALYSTS","Curtin University of Technology"
UA008459,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Institute of Teachers Education, Sarawak"
UA008460,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Kota Bharu Polytechnic"
UA008461,Master,"COMPUTER SYSTEMS ANALYSTS","Norfolk State University"
UA008462,Bachelor,"OPERATIONS RESEARCH ANALYSTS","University of Nis"
UA008463,Master,"COMPUTER SYSTEMS ANALYSTS","Belarussian State University of Culture and Arts"
UA008464,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Kennesaw State University"
UA008465,Doctor,"COMPUTER SYSTEMS ANALYSTS","Universidad Champagnat"
UA008466,Doctor,"OPERATIONS RESEARCH ANALYSTS","Yaroslavl International University of Business and New Technologies"
UA008467,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Universidad Autónoma de Baja California"
UA008468,Master,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Beijing University of Chinese Medicine and Pharmacology"
UA008469,Master,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Shanghai Ouhua Vocational Technical College"
UA008470,Bachelor,"VOCATIONAL EDUCATION TEACHERS, POSTSECONDARY","Qufu Normal University"
UA008471,Bachelor,"SOIL AND PLANT SCIENTISTS","Tainan National College of the Arts"
UA008472,Doctor,"MANAGEMENT ANALYSTS","University of Rochester"
UA008473,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Haynal Imre University of Health Sciences Budapest"
UA008474,Bachelor,"COMPUTER PROGRAMMERS","Southwestern Christian University"
UA008475,Bachelor,"SOCIAL SCIENCE RESEARCH ASSISTANTS","Omsk State Transport University"
UA008476,Master,"MANAGEMENT ANALYSTS","Kaunas Medical Academy"
UA008477,Bachelor,"MANAGEMENT ANALYSTS","Athens Laboratory of Business Administration (ALBA)"
UA008478,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Rovaniemi University of Applied Sciences"
UA008479,Master,"COMPUTER PROGRAMMERS","Varna Free University"
UA008480,Doctor,"ELECTRICAL ENGINEERS","Humboldt Universität Berlin"
UA008481,Doctor,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","Universität Liechtenstein"
UA008482,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Mutesa 1 Royal University"
UA008483,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Transport and Telecommunication Institute"
UA008484,Master,ASTRONOMERS,"International University of Travnik"
UA008485,Bachelor,"HEALTH SPECIALTIES TEACHERS, POSTSECONDARY","Felician College"
UA008486,Bachelor,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","Colorado Christian University"
UA008487,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Pontifícia Universidade Católica do Rio de Janeiro"
UA008488,Master,"PHYSICIANS AND SURGEONS, ALL OTHER","University of Pula"
UA008489,Doctor,"COMPUTER OCCUPATIONS, ALL OTHER","Kent State University - Stark"
UA008490,Doctor,"COMPUTER PROGRAMMERS","University of Wales, Newport"
UA008491,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","National American University, Roseville"
UA008492,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Universiti Malaya"
UA008493,Master,"ENGINEERS, ALL OTHER","University of Washington, Tacoma"
UA008494,Master,"CREDIT ANALYSTS","Universidad Nacional Experimental "Simón Rodriguez" "
UA008495,Bachelor,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER","Universidad Autónoma Gabriel René Moreno"
UA008496,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","University of Brunei Darussalam"
UA008497,Doctor,"PHYSICAL THERAPISTS","King Saud bin Abdulaziz University for Health Sciences "
UA008498,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","National University of Kiev-Mohyla Academy"
